Number,Target variable,Ankle flexion/extension angle,Knee ad/abduction angle,Pelvic obliquity angle,Pelvic rotation angle,Lumbar rotation angle,M/L COM position,Vertical COM position,Biceps femoris short head,Adductor brevis,Tensor fasciae latae,Piriformis,Rectus femoris,Vastus lateralis,Medial gastrocnemius,Soleus
177,8.46268412,6.8641,19.5936,-0.933486,-3.84495,5.37554,341.444,1037.21,0.170461648,0.058165458,0.141287757,0.078266731,1.565281924,2.681426306,0.858189066,2.05713151
178,8.140461496,8.98944,19.5374,-0.979698,-3.75207,4.77142,340.743,1034.12,0.18415913,0.047955597,0.139317265,0.109815351,1.533200413,2.492132236,0.846171946,1.986114791
179,8.343562207,13.2272,19.1362,-1.17767,-3.55441,3.50695,339.423,1027.84,0.164671615,0.140366298,0.137894205,0.028175364,1.56259154,2.522318456,0.820135866,1.87312422
180,8.374082884,15.2661,18.7981,-1.33265,-3.46559,2.82876,338.796,1024.73,0.163102475,0.227572494,0.136228318,-0.001687056,1.566486152,2.513893967,0.803484669,1.801093037
181,29.28376832,4.93971,0.617258,-1.08936,-3.33965,9.73896,222.783,1015.54,0.160918794,0.039964159,0.123755149,0.237246062,1.355549813,20.96821695,0.826336747,2.071902371
182,28.87781235,5.49452,1.02872,-1.15109,-3.94358,8.92651,222.974,1012.65,0.153362217,0.045597249,0.12196552,0.231105614,0.377341448,19.90428143,0.967776863,2.052894595
183,28.4972674,6.30605,1.45483,-1.19628,-4.53289,8.10799,223.152,1009.62,0.150625188,0.053532328,0.120043623,0.224580532,0.998521953,18.84864146,1.157424413,2.031316471
184,27.5809796,7.36164,1.85454,-1.22963,-5.09799,7.29158,223.312,1006.52,0.152796984,0.060711411,0.119011504,0.215598667,1.106134629,17.67747884,1.442240184,2.004100339
185,26.37270841,8.63062,2.18557,-1.25651,-5.62988,6.48515,223.449,1003.4,0.16020077,0.066850421,0.117836909,0.206616787,1.13930903,16.44993928,1.838062484,1.967630306
186,25.0318828,10.07,2.41071,-1.28267,-6.12009,5.69628,223.559,1000.29,0.174560707,0.071259732,0.114606035,0.207507567,1.121783884,15.30176438,2.202726766,1.928085897
187,19.76303462,17.2218,15.3534,-1.09284,0.649856,-169.938,193.076,947.849,0.138054702,0.044453808,0.111062351,0.133686235,2.543280301,10.87364787,0.063879836,0.368905947
188,20.11425306,16.5296,15.3151,-1.04814,0.241246,-170.905,193.123,945.561,0.128573059,0.038845798,0.112059282,0.152553358,2.706828718,10.63986118,0.065942799,0.411041416
189,20.10069803,15.8646,15.5357,-0.9661,-0.201773,-171.906,193.189,943.127,0.129736663,0.033072959,0.110310852,0.239223836,2.730304894,10.15202189,0.068610699,0.411170788
190,19.79664262,15.2756,16.0029,-0.852541,-0.674045,-172.934,193.281,940.576,0.139380735,0.029962181,0.107286629,0.348047888,2.61452875,9.579591547,0.085212972,0.425102116
191,19.60989348,14.746,20.7073,-0.0967843,-3.26233,-178.259,194.249,927.11,0.159114892,0.04932511,0.112079475,0.244702534,2.919688459,7.257880186,0.421872405,1.393798276
192,19.64101431,15.2633,21.6828,0.0243753,-3.77933,-179.321,194.544,924.496,0.163578254,0.074321545,0.112520528,0.157267066,2.997960894,6.838491711,0.524536218,1.398244842
193,14.76206321,14.5417,9.70606,1.53881,-3.88155,2.19098,263.197,1007.48,0.151464082,0.061533363,0.108502202,0.174097205,1.791470024,8.057545544,0.402026541,0.977991749
194,14.85878057,14.3662,10.2231,1.67192,-4.06749,1.76405,262.779,1004.33,0.149178805,0.049631412,0.114259442,0.172115382,1.855880646,7.741976713,0.478554714,1.362488978
195,15.02509623,14.3535,10.8245,1.85104,-4.25851,1.31853,262.364,1001.07,0.144429509,0.039640894,0.122296709,0.169189203,1.966499296,7.397145749,0.582602078,1.494959796
196,15.10307994,14.5202,11.4908,2.07334,-4.44919,0.85855,261.954,997.723,0.144441603,0.034177861,0.122790129,0.167614651,2.051443168,7.074488126,0.678547067,1.497605952
197,15.05909466,14.8715,12.199,2.33392,-4.63382,0.388421,261.55,994.336,0.154174555,0.049645571,0.122255929,0.167211566,2.105366432,6.632447379,0.677759639,1.496903791
198,14.82575266,15.4031,12.9229,2.62589,-4.80664,-0.0875956,261.152,990.945,0.171962278,0.05998702,0.119812904,0.168064823,2.050747666,6.231717601,0.822644202,1.497964106
199,15.49667671,20.5107,4.82781,2.72284,-0.064519,14.3421,172.422,997.816,0.109623619,0.066203781,0.125324578,0.16033497,3.493288791,6.044781555,0.093942625,0.944630169
200,15.65408865,20.0306,4.92643,2.84694,-0.268225,13.8463,172.311,994.56,0.114015115,0.071178393,0.12394109,0.140850585,3.495207137,5.783476083,0.134561157,1.10349289
201,15.74054955,19.6645,5.07426,2.98989,-0.477753,13.3232,172.204,991.181,0.119836535,0.071023835,0.121623122,0.151305747,3.38945901,5.466460878,0.186231643,1.339191057
202,15.85342476,19.4458,5.25737,3.14712,-0.689789,12.7755,172.104,987.711,0.123971779,0.07060062,0.12029155,0.167929468,3.317558605,5.224023814,0.238576816,1.410558789
203,15.88088024,19.3969,5.46147,3.31325,-0.901226,12.2063,172.012,984.184,0.132093376,0.062624433,0.118803031,0.183702307,3.2285565,4.93963447,0.307747598,1.426218021
204,15.62866422,19.5295,5.67278,3.48207,-1.1092,11.6184,171.93,980.637,0.150499192,0.04379466,0.116509497,0.198361528,3.048405293,4.636287002,0.373460349,1.420075226
205,10.93378793,6.73496,6.29202,-0.336554,0.464736,8.78006,237.279,1028.64,0.140893875,0.029534372,0.072517709,0.558720521,1.651917033,8.355540044,-0.013744669,0.060879418
206,10.8533799,5.62561,6.73004,-0.232764,0.33524,8.46148,236.95,1025.46,0.140239063,0.026442789,0.076926689,0.539086934,1.652248188,8.037308382,0.017443894,0.124987023
207,10.80987669,4.51733,7.24437,-0.102426,0.189226,8.12468,236.624,1022.14,0.13161428,0.026560067,0.09157663,0.518725591,1.650995874,7.717799275,0.085995082,0.287996208
208,10.80583449,3.59784,7.83992,0.0517186,0.0289412,7.77095,236.292,1018.7,0.132041135,0.029691417,0.101762342,0.50036526,1.651624326,7.43749861,0.18883797,0.614091626
209,10.8303973,2.77483,8.51315,0.226028,-0.142995,7.40171,235.95,1015.17,0.126415187,0.031819978,0.103638847,0.479757187,1.65448688,7.1598522,0.373179596,1.470421542
210,10.84111662,2.65674,9.2509,0.415975,-0.323601,7.01862,235.607,1011.62,0.115970707,0.035110592,0.10303444,0.458819447,1.655018144,6.895964591,0.591431485,1.88997586
211,20.47332489,4.39806,10.6571,-1.34719,-3.49443,1.86361,97.1229,1052.84,0.125768004,0.070660978,0.109200555,0.30485886,2.94220106,14.92427223,0.106824383,1.645422235
212,20.65697927,4.66456,12.5134,-1.30803,-3.68295,1.44554,97.8013,1048.3,0.124936333,0.076343646,0.082962228,0.295423982,2.895830026,14.39791176,0.147694622,1.673949158
213,20.62819362,5.19102,14.4097,-1.25811,-3.86992,1.02693,98.4901,1043.67,0.133239799,0.0629355,0.072047957,0.283775458,2.981422652,13.62073683,0.225267778,1.690221822
214,20.47998535,5.99214,16.3156,-1.19989,-4.0528,0.609791,99.1857,1038.98,0.145527306,0.048560348,0.090404581,0.273718986,3.168142318,12.87481903,0.326312899,1.69603583
215,20.30048037,7.06372,18.1993,-1.13606,-4.22943,0.195751,99.8827,1034.28,0.158967803,0.041113668,0.138973199,0.264599747,3.364938659,12.11789706,0.459323214,1.691212549
216,20.11398297,8.38397,20.0283,-1.06938,-4.39804,-0.213939,100.575,1029.59,0.167415548,0.042049209,0.14999408,0.256672777,3.485824908,11.42327631,0.600864013,1.677555734
217,15.31489965,2.09309,2.22691,3.66966,-3.62476,6.09635,147.623,1022.5,0.103108427,0.052629023,0.028502236,0.74030365,2.058115244,10.02545155,0.936440679,2.559218519
218,15.42477338,2.82759,2.75716,3.77661,-3.94789,5.26528,147.691,1018.42,0.104711256,0.041455866,0.040557691,0.697631305,2.148339159,9.729900681,0.997025161,2.530299677
219,15.58242831,3.73762,3.21999,3.89504,-4.29196,4.39722,147.758,1014.33,0.104987913,0.041184165,0.051633989,0.657598044,2.199614369,9.491237214,0.990329725,2.482284965
220,15.70949575,4.82306,3.578,4.02407,-4.65278,3.49868,147.824,1010.28,0.101177026,0.050946314,0.053020549,0.622456182,2.192463649,9.290312607,0.977263997,2.438023815
221,15.73706311,6.06932,3.80405,4.16235,-5.02521,2.57751,147.892,1006.31,0.098139802,0.071610504,0.042488347,0.583927073,2.136596005,9.015158958,0.958930047,2.375663401
222,15.59404657,7.44813,3.8889,4.30792,-5.40308,1.64281,147.965,1002.45,0.101522948,0.089560023,0.029314007,0.550434646,2.06316302,8.639385594,0.939475229,2.306801396
223,8.098865241,13.8832,13.0262,2.56999,-7.564,7.4065,238.876,993.936,0.135363967,0.060812857,0.090888694,0.36237395,1.07259162,3.641454878,0.836669877,1.593074491
224,8.227466472,15.12,13.3663,2.74372,-7.80794,6.75059,237.523,990.224,0.149004904,0.054034122,0.078887551,0.352020489,1.059060142,3.533674184,0.825666702,1.56514065
225,8.281461369,16.3791,13.663,2.89597,-8.04064,6.097,236.18,986.695,0.17352487,0.044619919,0.074558178,0.340264288,1.049973129,3.408551988,0.83181162,1.549559707
226,8.257584613,17.6428,13.918,3.02414,-8.25795,5.451,234.849,983.381,0.209986548,0.038378221,0.083300968,0.325040473,1.055011236,3.252366129,0.68818786,1.535481988
227,8.182430096,18.8944,14.1313,3.12636,-8.45617,4.81723,233.531,980.312,0.2430193,0.042568044,0.116131057,0.301936407,1.084953542,3.090568886,0.834879343,1.512132998
228,8.072158235,20.1179,14.3014,3.20166,-8.63228,4.19942,232.226,977.516,0.262848528,0.055256934,0.123850976,0.247885233,1.118548527,2.957209992,0.821973478,1.481765862
229,40.84217644,6.461,7.04912,1.91395,-3.3562,4.72166,69.1171,1004.69,0.158435715,0.049280057,0.108522163,0.201263643,2.917295153,38.73280921,0.028840884,0.427782633
230,41.02338817,5.74321,7.94555,1.99682,-3.59729,4.04188,68.9868,1001.42,0.152020882,0.052180006,0.106759117,0.197286754,2.914828661,37.49174113,0.036094362,0.54001473
231,41.19110937,5.08418,8.9765,2.10231,-3.85342,3.32894,68.8564,997.998,0.157268343,0.051992106,0.108297731,0.193958653,2.989428102,36.10782372,0.059008695,0.73390491
232,41.37111233,4.54819,10.1276,2.228,-4.12204,2.58718,68.7252,994.473,0.157472247,0.056969161,0.108306285,0.189185696,3.061581751,34.7973487,0.096110641,1.065474284
233,41.33797485,4.19605,11.377,2.37076,-4.40031,1.82079,68.5925,990.884,0.153469681,0.061083156,0.108277593,0.183647225,3.130604258,33.38813953,0.140034162,1.384661658
234,40.67400884,4.07716,12.6934,2.52661,-4.68504,1.03378,68.457,987.276,0.162475786,0.052728047,0.110129902,0.178339044,3.265032258,31.52584924,0.20317298,1.416910498
235,14.91255907,-2.72986,2.32951,3.92189,-8.67369,7.14641,306.915,1051.05,0.097608028,0.073811673,0.058896998,0.164405563,1.818712261,11.42249944,0.228700575,1.890819674
236,15.44308105,-2.21733,3.15801,4.01503,-9.05441,6.79959,306.242,1047.88,0.087540104,0.124822815,0.036279107,0.162094335,1.769717381,11.30381325,0.268486605,1.870242714
237,15.83572162,-1.43029,4.05705,4.12612,-9.42908,6.44403,305.575,1044.66,0.083817657,0.215317415,0.015170869,0.159190676,1.719525573,11.0446274,0.314566952,1.842508818
238,15.86306605,-0.372398,4.99085,4.25027,-9.79025,6.08228,304.918,1041.41,0.091650196,0.181761838,0.009601486,0.156139754,1.765429478,10.54047493,0.380496359,1.81573817
239,15.61174916,0.929753,5.91163,4.38205,-10.1306,5.71645,304.275,1038.15,0.107683103,0.085817602,0.01971626,0.152376675,1.909886064,9.845885953,0.49569633,1.783604453
240,15.2591509,2.42982,6.76939,4.51561,-10.4432,5.34797,303.648,1034.91,0.125446617,0.058058835,0.041682129,0.148563347,2.039573944,9.203123347,0.639421637,1.745113907
241,27.9477771,12.5916,-0.641458,-3.74202,-10.0353,6.89362,110.651,1029.77,0.196763384,0.047888697,0.123287259,0.263225667,6.500479171,19.3159845,0.087942572,0.408194213
242,28.43029286,11.8534,-0.407225,-3.55113,-10.2126,6.52522,111.197,1026.76,0.18247497,0.054158363,0.122593121,0.258025532,6.71947452,18.94274662,0.096686477,0.467136095
243,28.86011644,11.1495,-0.111643,-3.33312,-10.3865,6.13874,111.725,1023.51,0.166563799,0.06662568,0.120172152,0.252368786,6.689697029,18.56755381,0.108768738,0.570901713
244,29.07000182,10.5465,0.24246,-3.09208,-10.5512,5.74192,112.236,1020.05,0.147868439,0.078742637,0.108954348,0.249605852,6.182853795,18.13439741,0.133077505,0.781405878
245,28.78001127,10.1093,0.649034,-2.83334,-10.7002,5.3428,112.729,1016.42,0.144483939,0.076278092,0.081323898,0.248610353,5.493516325,17.48622592,0.173364091,1.12192502
246,28.12708161,9.89119,1.09816,-2.5633,-10.8266,4.9495,113.205,1012.66,0.158570051,0.056577254,0.065602366,0.245720891,5.265058594,16.51607812,0.245489502,1.594791918
247,16.25748073,2.72654,14.8558,1.37117,-4.41163,11.5382,402.227,982.713,0.127843204,0.062616975,0.122307139,0.18373296,3.89404181,7.564778018,0.88265275,1.923452206
248,16.24140598,3.58708,15.1586,1.41231,-4.45781,10.8238,401.131,979.991,0.136607833,0.05623619,0.121926626,0.199569537,3.847220315,7.178622939,0.885114807,1.910381535
249,19.37063325,-20.2281,6.95279,-4.79374,-4.81283,-10.5421,366.237,1038.21,0.160498975,0.319457919,0.053441331,0.158881589,3.455725232,16.87361224,0.248002247,1.215058846
250,22.20354015,-22.4743,7.10063,-4.71407,-4.75591,-10.7748,365.51,1041.62,0.134406205,0.294939523,0.03970399,0.200032149,3.398588486,19.61410405,0.190524492,1.031656394
251,22.02227596,-24.2654,7.3228,-4.62059,-4.71213,-10.9857,364.794,1044.82,0.115662777,0.294939523,0.027391965,0.200032149,3.320627391,19.1894526,0.197676784,1.26666249
252,21.91104573,-25.5991,7.61406,-4.51803,-4.68215,-11.1737,364.085,1047.8,0.099478271,0.501717424,0.018351932,0.200032149,3.24952942,18.79716684,0.238677132,1.215058846
253,23.10602479,19.3439,26.6604,-2.35868,0.593695,9.2969,182.008,917.681,0.277652869,0.039999914,0.20152698,0.218784209,5.017991746,4.471954646,1.64172492,1.90712689
254,23.56633469,20.963,26.8545,-2.35319,0.511456,8.78855,181.902,915.818,0.287065248,0.049354805,0.203044633,0.199829392,5.270241354,4.291721656,1.593465276,1.882821287
255,23.76628701,22.6364,26.9464,-2.37467,0.443349,8.25853,181.801,914.037,0.310310344,0.06805027,0.20237778,0.144907604,5.378350563,4.08095895,1.541458857,1.860698866
256,23.64498941,24.3132,26.9461,-2.42962,0.392125,7.70921,181.704,912.371,0.341180174,0.100360832,0.199892663,0.060572271,5.318004385,3.879363315,1.495448149,1.805792627
257,22.8696507,25.9493,26.867,-2.52351,0.360511,7.14296,181.607,910.855,0.391297665,0.132850423,0.195914111,0.029103476,5.090276379,3.525203504,1.446914331,1.780625289
258,23.42295285,-25.0412,8.09786,-10.212,8.06503,-7.24875,175.076,965.725,0.17476651,0.066772387,0.070379362,0.254572177,2.533289998,26.15848905,0.220735536,1.323016195
259,18.21344549,2.29188,3.6945,1.09754,-7.23656,-1.86042,158.462,1065.47,0.131556926,0.041128751,0.102319632,0.262280334,3.536546973,12.21581229,0.173764926,1.755378143
260,18.42437381,3.06982,4.29486,1.44383,-7.74964,-2.62371,158.244,1061.21,0.136532291,0.040576122,0.103249129,0.252542966,3.611666066,11.71720178,0.219478212,1.741160226
261,18.40140899,4.0572,4.89093,1.81971,-8.26838,-3.39952,158.025,1056.96,0.145785007,0.042963764,0.103834829,0.24226306,3.656882381,11.15174385,0.276561144,1.724815734
262,18.1706087,5.22569,5.47392,2.21117,-8.7803,-4.1775,157.808,1052.76,0.15775854,0.049573698,0.103994211,0.231523456,3.671271617,10.51710232,0.351230899,1.705509592
263,19.07028735,-31.9813,-1.39276,-2.23942,-8.13051,-21.7417,148.126,1103.18,0.134318471,0.195413852,0.034514213,0.145682727,8.619782381,20.24489274,0.174657025,1.25732579
264,19.50971033,-34.5551,-1.21227,-2.17041,-8.01423,-21.8415,147.789,1106.44,0.120426346,0.19232634,0.034024153,0.158006977,8.567020354,20.14832492,0.466541328,1.25732579
265,32.43959823,-8.68752,14.2619,1.4694,-3.91968,2.17624,252.224,1022.52,0.193701457,0.052629618,0.164556281,0.22103571,3.556185217,20.27118419,2.079628172,3.456043087
266,31.23986679,-7.52975,15.6597,1.55449,-4.07337,1.63793,251.7,1018.78,0.204643716,0.058073033,0.16148735,0.219241972,3.461228494,19.08939391,2.03334709,3.376778549
267,29.70865295,-6.09784,17.0044,1.65328,-4.18377,1.12192,251.158,1014.82,0.219779135,0.069557945,0.156228714,0.21714551,3.256522275,17.73966503,1.977606771,3.299836598
268,28.09979502,-4.41421,18.2554,1.76109,-4.24345,0.631692,250.597,1010.69,0.239073884,0.088116454,0.145104193,0.215802042,2.95192053,16.49538168,1.930084429,3.213716495
269,26.37045768,-2.51442,19.378,1.87344,-4.24788,0.167814,250.018,1006.43,0.265499233,0.098079396,0.127222601,0.213009853,2.651201953,15.22205273,1.886621597,3.140883
270,32.29051634,-32.568,-0.375247,-4.29475,3.23988,-16.8517,255.198,1056.33,0.195025035,0.053141587,0.164210799,0.220819496,3.547519616,20.11822104,2.078537815,3.444901714
271,15.20212338,4.30488,11.2562,2.42838,-10.4529,2.27459,3.42938,1048.03,0.160845424,0.037817669,0.137186427,0.158696955,1.305919549,8.996242312,0.650204752,1.835453915
272,15.405821,5.2718,12.0599,2.648,-10.7165,1.71096,3.66181,1044.57,0.147255542,0.041651658,0.134227417,0.156446718,1.356179526,8.717227881,0.655629156,1.814735491
273,15.53250444,6.4308,13.0447,2.88011,-10.9626,1.13556,3.89419,1041.01,0.139454471,0.046097291,0.13163117,0.152430658,1.389317647,8.421148369,0.657871102,1.789889583
274,15.53097472,7.76208,14.1738,3.12182,-11.1839,0.55518,4.12165,1037.39,0.139664028,0.0502929,0.128534773,0.152002235,1.411391088,7.969466335,0.658960836,1.75234952
275,15.3899553,9.23576,15.4004,3.37015,-11.3741,-0.0239107,4.33863,1033.74,0.145696198,0.054923253,0.125344601,0.149756755,1.408516581,7.49234306,0.607139052,1.715383857
276,15.1616158,10.8153,16.6705,3.62185,-11.5281,-0.596017,4.53894,1030.1,0.156284066,0.062632065,0.121404755,0.147254065,1.381240876,7.038235321,0.657949144,1.680800402
277,33.75257935,12.9184,11.4117,2.91751,-3.2965,8.51323,11.4416,966.529,0.164296186,0.103855699,0.188213778,0.212474743,2.039804727,21.00568274,0.336787961,1.713223383
278,33.08157063,13.1895,11.8597,3.00751,-3.50425,7.9317,12.1498,964.361,0.158931192,0.097481213,0.183810107,0.272451976,2.133786662,19.96336484,0.343185223,1.723225589
279,32.40356952,13.5654,12.3864,3.12616,-3.70887,7.36947,12.8374,962.004,0.157102153,0.096552235,0.180462808,0.294131815,2.18509208,19.01637788,0.374267878,1.731201116
280,31.47588982,14.0708,12.9727,3.26737,-3.90369,6.8352,13.5004,959.493,0.157935776,0.097910862,0.177055139,0.286071188,2.243363945,17.80848936,0.446310666,1.735094996
281,30.69791492,14.723,13.5939,3.42405,-4.08243,6.3345,14.1347,956.865,0.162867596,0.095207661,0.175522956,0.274018702,2.299171034,16.79533154,0.534371477,1.734043458
282,29.73540342,15.5295,14.2204,3.58813,-4.23966,5.86939,14.7366,954.16,0.171710026,0.091050721,0.174030876,0.255622364,2.372886841,15.65322633,0.668710196,1.726979142
283,25.37119377,9.60194,8.88169,-2.27769,-2.31269,7.88377,331.997,1043.99,0.188603644,0.030851751,0.089342879,0.234648989,2.530237756,21.30774186,0.042101731,0.595610213
284,25.89624948,9.09704,9.6004,-2.06346,-2.47085,7.34031,331.798,1040.53,0.173004135,0.031513997,0.08536626,0.233011627,2.567584376,20.89744328,0.044364759,0.708162057
285,26.35144392,8.67718,10.5489,-1.79643,-2.68096,6.74253,331.571,1036.97,0.167538511,0.037578789,0.077501223,0.210516418,2.595250005,20.26428852,0.057332391,0.896056938
286,26.49659736,8.38637,11.7124,-1.48222,-2.93738,6.09856,331.317,1033.36,0.167289284,0.041969192,0.070158985,0.206239336,2.606845052,19.54973579,0.076537543,1.125409502
287,26.3202986,8.25673,13.058,-1.12808,-3.2326,5.41817,331.039,1029.71,0.166106079,0.047847066,0.062657387,0.210128604,2.598353871,18.54403934,0.102943625,1.394524933
288,25.74741297,8.30577,14.5334,-0.742769,-3.55735,4.7125,330.739,1026.06,0.173282002,0.049972575,0.056970046,0.185854389,2.561202843,17.39725419,0.134726351,1.481661406
289,17.59668761,13.4297,15.8228,6.01968,-6.73686,4.99294,69.6546,1006.33,0.136027294,0.068412528,0.124568338,0.212745231,3.515345786,8.817731967,0.170665156,1.608053749
290,17.6509299,13.5611,16.9082,6.18722,-6.80418,4.64968,70.0288,1001.67,0.142156784,0.070174198,0.123317909,0.211176893,3.484551454,8.377491842,0.210611011,1.641360408
291,17.65033378,13.8661,17.9543,6.35352,-6.87243,4.2842,70.3916,996.996,0.148184114,0.069917011,0.121602613,0.210005718,3.427605413,7.97379315,0.257916515,1.657327718
292,17.58932789,14.3508,18.9356,6.51415,-6.94005,3.89699,70.7405,992.338,0.158635932,0.070804125,0.11897185,0.208263642,3.33104853,7.480513538,0.269793981,1.668008492
293,17.51178146,15.0134,19.8297,6.66426,-7.00547,3.48852,71.0731,987.739,0.169609532,0.070192281,0.118206609,0.205772685,3.257154634,7.07353872,0.364965268,1.668867887
294,17.5243736,17.9482,21.83,6.99984,-7.17304,2.14064,71.9437,974.693,0.223711479,0.065223829,0.132225222,0.159329658,3.527370798,5.820377722,0.833020184,1.639925028
295,19.95524735,11.7625,0.723067,-2.1981,-5.45816,4.50115,70.6812,1055.65,0.154204641,0.108130536,0.095113582,0.119419776,5.681852897,10.52861771,0.717531575,1.553762756
296,19.54948354,12.377,1.03255,-2.32696,-5.32405,4.12951,70.748,1051.49,0.150178011,0.108034626,0.092965166,0.135616513,5.471162112,10.15239077,0.820192387,1.552755347
297,19.00201363,13.1529,1.35024,-2.43374,-5.17022,3.71069,70.8155,1047.38,0.148328968,0.122296871,0.087865539,0.150261511,5.184077941,9.684649888,0.891299432,1.54595142
298,18.39694837,14.0782,1.64907,-2.51649,-4.9993,3.24466,70.8847,1043.4,0.152460628,0.138798322,0.081498842,0.151970247,4.928153159,9.212864854,0.893872678,1.539587592
299,17.73027534,15.1303,1.90853,-2.5741,-4.81412,2.73449,70.9541,1039.62,0.168011097,0.107922966,0.086315697,0.141130522,4.844006937,8.65974742,0.892233546,1.53432257
300,19.90779366,-13.5557,-1.43039,-4.07874,3.14658,-9.90819,64.3564,1092.16,0.153700524,0.107863062,0.094889403,0.121368412,5.655963187,10.48316831,0.73022492,1.553975777
301,14.52121486,15.9294,26.6324,8.35692,-4.46592,8.86686,370.925,1028.53,0.126839863,0.050210949,0.100120179,0.160096373,1.830184592,6.119095595,0.275049203,1.401344929
302,14.76132132,16.4268,27.7024,8.38208,-4.44888,8.14386,369.905,1025.38,0.130882334,0.046636742,0.103760787,0.115740314,2.016903105,5.808292344,0.344745063,1.415058623
303,14.91120896,17.1208,28.6591,8.36908,-4.454,7.34259,368.883,1022.27,0.142205092,0.051227192,0.10672177,0.051840885,2.204496143,5.443237653,0.441340458,1.418968181
304,14.86753427,18.0166,29.4812,8.31651,-4.48901,6.4577,367.854,1019.25,0.157524941,0.058614941,0.106283383,0.033508705,2.224869523,5.106823289,0.553052116,1.415305153
305,14.66491174,19.1075,30.1539,8.22336,-4.56037,5.48618,366.815,1016.37,0.176000536,0.064401638,0.103998139,0.05192442,2.094141646,4.781363203,0.694553934,1.408119889
306,14.41752984,20.3745,30.6702,8.08862,-4.67285,4.42758,365.764,1013.66,0.195281369,0.067261176,0.102167599,0.086362669,1.949219554,4.496007667,0.859196605,1.396963767
307,8.6091952,10.5485,15.3336,5.52723,2.87641,8.57133,248.111,1131.69,0.080189116,0.038705162,0.076938862,0.190180659,1.470743991,5.789429683,0.067993529,0.554750041
308,8.701916795,10.4488,16.8216,5.59952,2.49984,7.90673,247.522,1127.2,0.083309559,0.038735903,0.076928245,0.186254965,1.490219507,5.644284994,0.087726968,0.727222556
309,8.734762782,10.5262,18.3746,5.69197,2.12414,7.22934,246.9,1122.72,0.08712468,0.038594315,0.077402744,0.182311158,1.506884348,5.465313721,0.113396545,0.964422444
310,8.724052906,10.7788,19.9517,5.79973,1.75603,6.54687,246.245,1118.25,0.092714202,0.038739066,0.078163932,0.178286344,1.518017887,5.261082871,0.144585315,1.126099552
311,8.688535068,11.1948,21.5143,5.91751,1.40229,5.86742,245.562,1113.82,0.099862385,0.040943711,0.07886419,0.173835726,1.521188386,5.036476705,0.183275109,1.149790488
312,8.627631633,11.7558,23.032,6.03955,1.06964,5.19932,244.855,1109.45,0.107754915,0.044028646,0.079499736,0.168767289,1.515829116,4.765425017,0.235733722,1.16037953
313,14.53137386,8.13493,12.0572,0.486185,-3.48245,5.28413,211.062,1123.32,0.168667346,0.115857026,0.09112813,0.060884546,2.956317248,9.556780562,0.392034175,1.513479492
314,14.70815038,8.02484,12.3661,0.225666,-3.44762,5.00037,210.999,1120.29,0.152526251,0.094766831,0.089013528,0.094410338,2.98791302,9.117402377,0.421439278,1.534242324
315,14.66383382,8.05193,12.8797,-0.0180237,-3.44353,4.65705,210.952,1117.06,0.147736991,0.072711932,0.08935384,0.124635417,2.999795977,8.754116573,0.486766826,1.529737407
316,14.57944835,8.26,13.5966,-0.238579,-3.47234,4.25425,210.924,1113.65,0.14635368,0.058774076,0.089941605,0.160883305,3.00171716,8.421450951,0.564138261,1.518712182
317,14.43866316,8.67994,14.5078,-0.430158,-3.53507,3.79338,210.915,1110.07,0.145120523,0.047929133,0.090285975,0.21579095,2.989117039,8.005718353,0.673328381,1.500172276
318,14.56520699,-19.9109,4.81697,-2.3808,2.65853,-16.8504,198.714,1162.85,0.165233475,0.115463349,0.090782996,0.064191014,2.960346568,9.520144103,0.391836901,1.518539481
319,14.27576182,8.36701,4.18628,0.196723,-1.98999,11.2775,197.775,995.582,0.105536993,0.056804509,0.035500227,0.268381472,1.213228986,9.314576714,0.278878646,1.091609158
320,14.35171956,8.32431,4.59901,0.434059,-2.33652,10.6667,197.379,992.158,0.109369371,0.0570597,0.032110923,0.262020304,1.220383278,8.869894539,0.340271454,1.562817308
321,14.34351732,8.62991,4.86874,0.685493,-2.69775,10.0252,196.978,988.813,0.116419828,0.051761317,0.03003534,0.255211135,1.228039887,8.348460721,0.423068193,1.784585018
322,14.27592615,9.23554,4.99716,0.9413,-3.06562,9.35988,196.579,985.566,0.127772305,0.038574294,0.035521996,0.247469222,1.270738806,7.814166077,0.530416893,1.780127348
323,14.20370613,10.0728,5.04392,1.19068,-3.43127,8.67812,196.19,982.425,0.141226749,0.027623537,0.057455013,0.238645333,1.356828658,7.248683078,0.607982577,1.771494387
324,14.17206741,11.0711,5.1145,1.4224,-3.78543,7.9877,195.822,979.389,0.152191957,0.026160158,0.094083737,0.229491379,1.436625506,6.797094404,0.814160496,1.754717711
325,19.59934743,5.0147,1.94238,0.80919,-1.43377,4.6387,284.119,1023.59,0.109827218,0.257639619,0.101917563,0.533746407,3.548703649,14.32858822,0.064042604,0.847862328
326,19.95447709,4.65254,1.74542,0.862633,-1.78957,3.81894,284.056,1020.37,0.108519835,0.234994194,0.101909673,0.509173399,3.688993349,13.96361094,0.086948076,1.136489025
327,20.27810953,4.49167,1.55054,0.936541,-2.17156,2.97625,283.985,1017.11,0.109723291,0.222653509,0.101142351,0.486269756,3.812808917,13.55818805,0.116110866,1.478734729
