Number,Target variable,Ankle flexion/extension angle,Knee ad/abduction angle,Pelvic obliquity angle,Pelvic rotation angle,Lumbar rotation angle,M/L COM position,Vertical COM position,Biceps femoris short head,Adductor brevis,Tensor fasciae latae,Piriformis,Rectus femoris,Vastus lateralis,Medial gastrocnemius,Soleus
328,20.51976796,4.55878,1.35879,1.02935,-2.57256,2.11898,283.908,1013.84,0.106906137,0.225130688,0.097747664,0.470098498,3.764873535,13.15225898,0.14444968,1.52863913
329,20.51066286,4.86201,1.17144,1.13857,-2.98488,1.25588,283.825,1010.58,0.103770228,0.22494168,0.087173778,0.457597008,3.544877898,12.64253775,0.182711817,1.533018949
330,20.19417783,5.3923,0.99092,1.26094,-3.40037,0.395955,283.741,1007.35,0.108297918,0.20120878,0.071841855,0.445300688,3.354199282,12.05556639,0.228029886,1.529239917
331,22.06587768,9.29482,11.5456,1.1805,-2.056,5.52977,299.072,1047.19,0.149486219,0.054498959,0.100151599,0.462748832,2.926965282,15.44790896,0.172202321,1.19024169
332,22.41711617,9.12453,12.4907,1.23184,-2.35869,5.05172,298.648,1043.72,0.142264565,0.061804457,0.100714158,0.449174137,3.022584878,15.11189504,0.176788102,1.31629487
333,22.67034978,9.07786,13.5626,1.30261,-2.65349,4.57624,298.214,1040.11,0.13088332,0.100083116,0.085658814,0.443025754,2.906917538,14.69935145,0.185878852,1.436530396
334,22.59662649,9.21296,14.7456,1.38956,-2.93543,4.10787,297.771,1036.38,0.127272871,0.141701809,0.051476483,0.437789227,2.681577767,14.18899581,0.207252661,1.50596323
335,22.18519168,9.57977,16.015,1.48875,-3.19969,3.65066,297.317,1032.57,0.13571106,0.109889933,0.024830941,0.420427757,2.61061681,13.346682,0.26903508,1.550661864
336,21.81679067,10.2116,17.338,1.59574,-3.44171,3.20813,296.853,1028.72,0.144872122,0.073096948,0.023969977,0.402155875,2.709346101,12.60031768,0.35908194,1.565281215
337,18.37785854,11.5479,13.1479,-0.458948,2.01041,9.38635,162.822,993.4,0.154632405,0.045639077,0.126881667,0.219902411,3.140934977,9.973136681,0.227803091,1.722973447
338,18.59931253,11.6184,14.0281,-0.321849,1.62045,9.01024,162.949,990.41,0.158259019,0.044089987,0.127473657,0.217146214,3.250588474,9.488211899,0.279770357,1.747198465
339,18.70372971,11.9544,14.9818,-0.166995,1.21422,8.60273,163.102,987.346,0.162563758,0.04392353,0.127488276,0.214181018,3.339116018,8.959143174,0.352149172,1.753243102
340,18.70415225,12.5413,15.958,-0.00163661,0.799239,8.16713,163.275,984.237,0.169906871,0.047740408,0.126870703,0.210943614,3.382685845,8.42814623,0.341091776,1.746285501
341,18.60174356,13.353,16.9026,0.165859,0.38339,7.70731,163.463,981.111,0.182084861,0.061604414,0.125609725,0.206725127,3.370824035,7.841780775,0.486201007,1.735333542
342,18.45501721,14.3573,17.7653,0.326381,-0.0254447,7.22756,163.66,977.999,0.194957556,0.082315839,0.1235193,0.201764735,3.31074476,7.331176154,0.63966664,1.719616727
343,18.82310934,14.4977,3.06735,-2.09321,-0.785366,13.2193,121.831,1054.59,0.124683373,0.028692916,0.104230579,0.187810974,3.212325734,11.90419854,0.227807296,0.837570059
344,18.77143215,13.9627,3.44125,-1.96678,-1.13335,12.7295,122.143,1051.45,0.118989968,0.029378878,0.103466763,0.187438539,3.202892576,11.5635618,0.219814166,0.830933732
345,18.55229531,13.4936,3.91683,-1.81544,-1.52213,12.1997,122.452,1048.13,0.118910704,0.033449842,0.10149528,0.185965446,3.120939555,11.10850065,0.223756664,0.909300615
346,18.28593601,13.1342,4.48356,-1.64283,-1.94836,11.6336,122.76,1044.65,0.119216135,0.038283026,0.098545237,0.183482681,3.015280049,10.62448148,0.248977638,1.160617942
347,17.99672513,12.9204,5.12645,-1.45344,-2.40776,11.036,123.07,1041.04,0.124289272,0.051425856,0.095885222,0.181257722,2.925373257,10.1689851,0.293629548,1.44143645
348,17.62205812,12.8769,5.82609,-1.25253,-2.89532,10.412,123.384,1037.33,0.133065975,0.048521726,0.095237474,0.179670265,2.864260012,9.600695035,0.365123672,1.518926545
349,14.0722448,-3.59045,18.9239,-0.631644,-7.35085,10.3907,372.82,1035.8,0.18903839,0.039559875,0.160666917,0.104199365,1.546476436,4.936181371,0.914300495,2.337227609
350,13.93586223,-2.4979,19.3378,-0.609961,-7.44674,9.70694,371.215,1034.47,0.184158049,0.043881494,0.159576843,0.10448623,1.571832958,4.804167995,0.913181531,2.304634016
351,13.7988274,-1.17017,19.779,-0.570531,-7.51485,9.02747,369.62,1032.91,0.177799881,0.052206663,0.157975952,0.092663634,1.606453244,4.651355394,0.910408795,2.257733547
352,13.73333448,0.361995,20.2116,-0.518933,-7.55365,8.35498,368.036,1031.12,0.168344504,0.064937504,0.156072956,0.070812243,1.641114596,4.530192817,0.904385537,2.204286106
353,13.56114051,2.06005,20.6025,-0.461147,-7.56262,7.69101,366.468,1029.12,0.16368703,0.069373315,0.153783033,0.053649643,1.650647759,4.386073408,0.892885393,2.136556021
354,12.97719984,3.88119,20.9235,-0.403217,-7.5424,7.03564,364.919,1026.94,0.184772275,0.04305453,0.151462171,0.072528216,1.585361125,4.096798811,0.873121678,2.042552537
355,14.96367923,8.48597,0.632964,-1.93932,-4.215,-171.522,144.919,1022.98,0.161681422,0.026975717,0.100182926,0.392087379,1.490582332,10.16523619,0.496026707,1.709321706
356,14.67389247,8.62695,1.15504,-1.89789,-4.93218,-172.478,145.238,1019.71,0.151399491,0.03008601,0.100662025,0.372645341,1.494144007,9.695660824,0.54877658,1.713233922
357,14.35110734,8.98744,1.66672,-1.85677,-5.64093,-173.448,145.544,1016.29,0.144275546,0.03636103,0.100715867,0.351825478,1.497767359,9.180590648,0.631255018,1.709484129
358,14.01112383,9.58566,2.1254,-1.82201,-6.33157,-174.423,145.837,1012.74,0.14258272,0.046687851,0.099637043,0.334822532,1.491512863,8.705763596,0.736253034,1.700734937
359,13.61675408,10.4196,2.48945,-1.79928,-6.99437,-175.393,146.116,1009.13,0.147556879,0.063052458,0.094549095,0.322061223,1.461405405,8.24282947,0.861217824,1.685032388
360,13.18124931,11.4695,2.72395,-1.79377,-7.61978,-176.35,146.379,1005.49,0.158913964,0.077138508,0.082634913,0.30939015,1.419486323,7.778047439,1.02591205,1.66932938
361,21.25942257,15.3662,17.432,1.54463,-5.96383,-172.934,188.904,946.599,0.142648817,0.049317997,0.155815503,0.156062452,4.145222294,8.393604588,0.200728245,1.295640479
362,22.96862864,15.331,17.5011,1.64256,-6.31051,-173.906,188.771,943.436,0.14074448,0.051356714,0.154014388,0.14793111,6.29517541,8.06294273,0.266596597,1.375759332
363,23.20676151,15.5054,17.6296,1.72423,-6.65947,-174.909,188.634,940.227,0.138058615,0.056019227,0.152302135,0.131076141,6.579930859,7.736025676,0.333115053,1.394220809
364,23.23539515,15.9023,17.7709,1.7841,-7.00994,-175.943,188.497,937.017,0.138337045,0.063180115,0.150510244,0.090857426,6.656162931,7.350055066,0.41892872,1.400991534
365,23.02658124,16.5201,17.8781,1.81715,-7.3604,-177.003,188.363,933.85,0.143674035,0.07574266,0.14729274,0.055942795,6.596718531,6.956637691,0.514131584,1.398581535
366,22.15207528,17.3445,17.9082,1.81888,-7.70829,-178.086,188.235,930.769,0.162770366,0.097697486,0.139986057,0.075953367,6.103656542,6.453050372,0.639614175,1.390503387
367,12.77727934,13.0019,11.149,1.24307,-5.90479,3.69453,228.555,1005.69,0.146086854,0.047591125,0.119308714,0.166143599,1.83621124,6.15450562,0.678545467,1.504890543
368,12.82592501,13.2573,11.7854,1.52028,-5.98419,3.30406,227.874,1002.1,0.147699089,0.040663983,0.120630994,0.164173256,1.853415982,5.878393763,0.853316701,1.52627511
369,12.94364168,13.7586,12.3877,1.82824,-6.05933,2.8871,227.204,998.509,0.149982446,0.031716,0.123454422,0.159847025,1.960745278,5.605947531,1.131424033,1.544499141
370,13.09154575,14.4921,12.9317,2.15851,-6.12712,2.44554,226.552,994.953,0.154253401,0.027748417,0.12516215,0.151563855,2.148762618,5.30405654,1.396571507,1.553068212
371,13.07700328,15.4321,13.3989,2.50097,-6.18436,1.98182,225.922,991.48,0.164482797,0.029894011,0.124603946,0.146357895,2.230688717,5.029119345,1.88522454,1.540872962
372,12.87675052,16.5447,13.7763,2.84405,-6.22779,1.49894,225.317,988.131,0.183325936,0.040896221,0.121788351,0.147981633,2.199252237,4.701905084,2.451605683,1.505495155
373,15.24029858,18.6325,6.08605,3.24285,1.33111,10.4493,153.403,991.882,0.303360228,0.050749378,0.11704231,0.223066021,3.900822418,4.715951128,0.583460146,1.57452082
374,15.85730736,18.9082,6.25251,3.36611,1.18439,9.93961,153.133,988.477,0.266144811,0.070797597,0.122426866,0.194496758,4.111770592,4.562001934,0.698584755,1.543172614
375,16.06351932,19.3621,6.39518,3.48446,1.0315,9.4127,152.88,985.092,0.260178509,0.0780347,0.121947817,0.162478917,4.120733797,4.363101502,0.748822629,1.5155392
376,15.93383868,19.9803,6.50459,3.5923,0.874146,8.87119,152.644,981.76,0.277298406,0.066082866,0.120379764,0.159222371,3.929125165,4.085312291,0.795974746,1.496940498
377,15.48738584,20.7437,6.57337,3.68407,0.71401,8.31753,152.426,978.517,0.315144609,0.041297399,0.117724619,0.216742659,3.601512341,3.788018052,0.88423241,1.4993149
378,15.07424394,24.7765,6.36734,3.79331,0.0714883,6.01825,151.738,967.118,0.386198464,0.057375051,0.120562261,0.135259442,3.367778487,3.148187284,1.525775487,1.449100642
379,20.66662344,3.55498,6.30022,-0.487224,-0.951938,7.28204,274.908,1028.9,0.114404642,0.057775328,0.126057306,0.56663086,3.302076536,15.32171721,0.150249061,1.871967032
380,20.84583221,3.62433,6.8383,-0.366517,-1.06926,6.8852,274.275,1025.69,0.112765022,0.054517763,0.126198399,0.544684977,3.344334131,14.88852684,0.172974865,2.033776699
381,20.98293327,3.83206,7.42219,-0.223322,-1.19311,6.47353,273.647,1022.36,0.117275892,0.050457692,0.131502322,0.516075948,3.432777235,14.28105656,0.22174678,2.044644857
382,21.02544237,4.20671,8.04465,-0.0618804,-1.32016,6.04963,273.024,1018.95,0.120994142,0.047714247,0.135757534,0.491282442,3.53928357,13.71703127,0.284041832,2.031940326
383,20.90480043,4.76835,8.69372,0.112663,-1.44665,5.61635,272.404,1015.49,0.126300296,0.053390069,0.134063976,0.471463099,3.592115194,13.08010915,0.366564739,2.007116517
384,20.45865219,5.52613,9.35352,0.294402,-1.56852,5.17678,271.789,1012.02,0.134239407,0.058019963,0.122333219,0.462661619,3.379970867,12.42203245,0.444891952,1.973393906
385,17.80645478,7.24601,15.041,-0.0949706,0.863231,4.31904,108.979,1030.99,0.133811638,0.040889321,0.13397144,0.292655824,2.459110777,11.686696,0.12977408,0.935938232
386,17.92886581,7.15363,17.0221,-0.0386214,0.68303,3.92739,109.464,1025.88,0.139095924,0.039927812,0.14000072,0.282431608,2.57578691,11.16194996,0.201280921,1.387878538
387,17.99880681,7.34631,19.0208,0.0272069,0.504787,3.54062,109.934,1020.78,0.14271757,0.046974435,0.137889128,0.274167397,2.635091524,10.59614446,0.27941317,1.630457393
388,18.02110302,7.84976,21.0054,0.0994788,0.330095,3.15968,110.384,1015.74,0.146211196,0.070388934,0.125401817,0.267285104,2.518228625,9.995726446,0.377065877,1.656336434
389,17.89149869,8.66573,22.9421,0.174944,0.160208,2.78521,110.808,1010.79,0.152611728,0.0948468,0.094760089,0.261026862,2.319828553,9.40095159,0.50982658,1.667565709
390,17.66195823,9.77274,24.7971,0.250149,-0.00392585,2.41767,111.201,1005.98,0.171243525,0.077410883,0.069217688,0.253636535,2.248613245,8.68706141,0.599115985,1.666936675
391,15.15150403,2.2446,0.7828,3.26584,-0.629434,4.10788,119.422,1031.22,0.104158536,0.04896409,0.104920012,0.84321483,2.39292188,10.03167881,0.803386769,2.331088046
392,15.34763328,2.96036,1.15289,3.39358,-0.968113,3.23443,119.724,1026.99,0.103615351,0.051138619,0.09727621,0.802755242,2.3696125,9.886093306,0.801509119,2.30789101
393,15.52042848,3.85454,1.4638,3.53382,-1.33067,2.32819,120.028,1022.76,0.100100123,0.056698637,0.083320385,0.762256823,2.321806611,9.716819612,0.797999117,2.268485326
394,15.61802456,4.92322,1.69301,3.68362,-1.71312,1.39497,120.336,1018.58,0.100747049,0.067169597,0.06004073,0.722465895,2.248585911,9.499922178,0.794960858,2.228787951
395,15.5949091,6.14887,1.82776,3.83955,-2.11032,0.441995,120.649,1014.49,0.10103152,0.081284347,0.031920538,0.686105457,2.134274172,9.22369196,0.789851464,2.181293229
396,15.41022823,7.5013,1.87067,3.99763,-2.51605,-0.522317,120.97,1010.53,0.102543916,0.090200477,0.015331054,0.651541399,2.02781133,8.894437762,0.782618017,2.136925944
397,11.50266436,8.87409,12.4928,0.635553,-0.702134,13.8998,313.774,1008.23,0.105151345,0.049603555,0.104980478,0.538467358,1.562184362,5.945727913,0.702234772,1.666479869
398,11.60322762,9.96733,12.9294,0.777478,-0.950943,13.1098,312.106,1003.73,0.103262438,0.04864764,0.105210764,0.515791815,1.591755569,5.775828162,0.701293813,1.631094851
399,11.69005603,11.1685,13.3351,0.915073,-1.22281,12.2755,310.432,999.271,0.105681035,0.050697035,0.104233195,0.49973985,1.600573387,5.603502048,0.697811465,1.60081872
400,11.66867842,12.4569,13.7109,1.04607,-1.51393,11.4029,308.749,994.88,0.111213255,0.053417715,0.095246344,0.490738617,1.529201591,5.371360388,0.686375292,1.586690142
401,11.56140655,13.8097,14.0623,1.16842,-1.81948,10.4993,307.055,990.597,0.12218725,0.051658124,0.076895937,0.482684358,1.425921155,5.122520551,0.678082945,1.550428186
402,11.43568023,20.7734,15.7209,1.59738,-3.35045,5.86421,298.437,972.036,0.186209264,0.049882405,0.11415958,0.266155104,1.773495923,4.026607052,0.698703175,1.448336472
403,30.31094037,10.3168,10.2327,3.04846,-6.25901,2.15583,157.016,988.303,0.149437689,0.040398871,0.121884688,0.161281454,7.912267017,18.94877055,0.023598992,0.310074574
404,30.65603837,9.47892,11.136,3.15817,-6.44301,1.64858,156.801,984.69,0.140686057,0.040409509,0.120909109,0.160072082,7.937065809,18.40271808,0.028466954,0.383097916
405,31.04116267,8.69474,12.1828,3.28863,-6.63692,1.1048,156.585,980.95,0.132010893,0.044787592,0.11966235,0.155417048,7.965538469,17.84374441,0.039678556,0.509716924
406,31.26706327,8.02402,13.3487,3.43766,-6.8416,0.524826,156.369,977.113,0.126319278,0.049876177,0.118783849,0.145979417,8.02523419,17.20345577,0.058846698,0.699709357
407,31.24870215,7.52124,14.6028,3.60225,-7.05754,-0.0905934,156.153,973.213,0.127572504,0.05357293,0.11822727,0.128439245,8.116642741,16.39610494,0.087719055,0.996942456
408,30.85642251,7.2296,15.9081,3.77856,-7.28467,-0.740129,155.936,969.285,0.136344505,0.05222284,0.118050337,0.103998619,8.208213123,15.45397136,0.129597795,1.308181716
409,13.05720252,0.676593,4.27412,5.8205,-6.95871,7.83654,308.293,1050.85,0.132048591,0.030590445,0.099823792,0.189567961,2.270036352,9.071565602,0.4004332,1.612673317
410,13.38621102,1.73466,5.05971,5.91194,-7.30351,7.3571,308.115,1047.43,0.128727889,0.045277561,0.097323026,0.1858156,2.298655916,8.893456547,0.457839704,1.593375809
411,13.59909219,2.97209,5.79084,6.00347,-7.63025,6.8702,307.954,1044.04,0.124297248,0.072125101,0.092317961,0.182903807,2.245602135,8.693666104,0.485853545,1.573446526
412,13.62100014,4.35034,6.4242,6.08996,-7.93172,6.38001,307.812,1040.69,0.119937599,0.118614807,0.078385335,0.179360206,2.128849773,8.383374395,0.497541937,1.546044348
413,13.361564,5.8207,6.93836,6.16621,-8.20147,5.89017,307.691,1037.41,0.127358729,0.152200272,0.063290297,0.174724803,2.055316003,7.936924128,0.523129354,1.524643852
414,12.89294656,7.33086,7.34409,6.22726,-8.4339,5.40381,307.591,1034.21,0.146611395,0.162559176,0.055804056,0.166932484,2.031841235,7.359375746,0.60273811,1.503481349
415,20.76828502,10.6431,-0.330303,-1.55111,-6.69272,7.31087,62.5402,1033.04,0.164571902,0.070967833,0.11705649,0.192632423,3.290469722,14.11129931,0.120563177,0.76457924
416,20.86718218,10.1763,-0.113064,-1.36177,-6.76515,7.0941,62.4119,1030.34,0.16063219,0.06887939,0.117801654,0.19038069,3.329600374,13.78072137,0.137855146,0.945482596
417,20.89330896,9.79256,0.158245,-1.16132,-6.81248,6.87753,62.2546,1027.47,0.160604047,0.064819942,0.118984617,0.187253629,3.386012764,13.33744839,0.164467228,1.227592762
418,20.84148779,9.5363,0.481209,-0.953171,-6.83403,6.66271,62.0692,1024.46,0.160701135,0.062688849,0.119692658,0.182973372,3.443750196,12.85189827,0.203214669,1.557048843
419,20.71942549,9.44504,0.850012,-0.741131,-6.82954,6.45059,61.8572,1021.35,0.160710132,0.064372281,0.11986634,0.176594303,3.49113315,12.33232205,0.256231417,1.643676118
420,20.79010636,-29.9636,-4.15433,-5.1937,-1.97089,-16.7323,42.7969,1089.34,0.164132682,0.070806389,0.117136389,0.192284982,3.296294075,14.06062803,0.123121779,0.791455797
421,17.8143621,-3.78229,12.6463,2.19453,-1.34201,11.2471,353.165,997.146,0.176974744,0.058868779,0.118089687,0.272212711,2.91954121,11.33461737,0.782723995,2.958071772
422,17.80983131,-2.48564,13.0754,2.25185,-1.38096,10.6474,352.701,994.494,0.190598679,0.05701939,0.122171992,0.264440633,3.097560556,10.86601557,0.792368055,2.914681963
423,18.70336296,-23.0192,6.87509,-3.26873,-3.96372,-9.28264,342.341,1056.33,0.191439056,0.295884292,0.0572236,0.200032149,2.211607057,18.4741537,0.231524839,1.26666249
424,18.41280104,-24.5984,7.04608,-3.32673,-4.01802,-9.52755,342.361,1059.2,0.173120758,0.295884292,0.04443323,0.179955883,2.239214756,18.00437274,0.231524839,1.496999594
425,18.29368056,-25.7713,7.28609,-3.38043,-4.07508,-9.74481,342.403,1061.85,0.147917991,0.281430286,0.028681532,0.179955883,2.264220962,17.64550667,0.231524839,1.735168678
426,18.27850223,-26.5585,7.58718,-3.42963,-4.13946,-9.93822,342.46,1064.25,0.130741795,0.528726933,0.019521142,0.164254502,2.283992693,17.34869401,0.231524839,1.735168678
427,26.25537611,9.89136,20.7808,-2.87832,3.45943,8.94957,174.346,940.589,0.14259737,0.069734708,0.138004444,0.3716292,5.078707864,10.81384288,0.652876302,2.193072946
428,26.20813319,10.581,21.6597,-2.86931,3.36348,8.51883,174.65,938.527,0.149085664,0.0638778,0.136383035,0.370273027,4.814702742,10.17616384,0.822614011,2.202403957
429,26.02781744,11.5855,22.5894,-2.84119,3.26198,8.06392,174.945,936.387,0.166634012,0.046826515,0.137749064,0.366281643,4.684010917,9.514465514,1.082778649,2.202327412
430,29.46602668,-23.5183,9.06907,-9.66959,7.1959,-10.2691,187.34,970.753,0.138498761,0.094877743,0.110005006,0.224304361,2.420441033,30.36483876,0.578930184,1.523820904
431,29.43138517,-26.9432,9.32772,-9.42257,7.29407,-10.4934,187.61,972.384,0.122187146,0.228843453,0.097264591,0.297645172,2.392779659,29.69589134,0.578930184,1.465367132
432,30.22902976,-29.9355,9.72045,-9.1606,7.35571,-10.723,187.889,973.775,0.112995037,0.171241916,0.050156216,0.285097454,2.385028774,29.48850157,0.578930184,1.563599029
433,21.03912934,1.90338,4.13024,0.813934,-2.26356,-1.11923,179.074,1066.76,0.137966975,0.05077631,0.053526093,0.457348442,3.607100394,15.71241766,0.100899021,1.708876887
434,21.62062045,2.19922,4.94492,1.06102,-2.65695,-1.84729,178.82,1062.73,0.141912597,0.044297834,0.077760009,0.43518095,3.820126207,15.22811612,0.128266995,1.701073228
435,21.96586903,2.74649,5.77778,1.37575,-3.12961,-2.64963,178.588,1058.65,0.148589077,0.042640519,0.104165378,0.411134457,3.97849256,14.58846864,0.168876875,1.691277231
436,22.00717125,3.54486,6.60125,1.74797,-3.67214,-3.51721,178.38,1054.56,0.153896374,0.045324675,0.106582944,0.388069486,4.055966777,13.88325256,0.221398061,1.680606654
437,21.76826209,4.57114,7.39253,2.16323,-4.2711,-4.43735,178.195,1050.48,0.163226777,0.050505919,0.106808759,0.365232204,4.081128107,13.07565265,0.290152414,1.66521635
438,21.29444119,5.78359,8.13851,2.60331,-4.9098,-5.39441,178.032,1046.47,0.173194721,0.063821157,0.104382319,0.347090741,4.005159847,12.25120363,0.374216136,1.645896137
439,20.8524371,-1.59263,16.9364,4.22973,-5.15377,0.766763,196.338,984.237,0.179837124,0.066917562,0.228021343,0.130129957,3.001860109,10.91446822,0.97406893,2.641232617
440,20.85791419,-2.00517,13.7146,-2.81772,-1.8129,-16.7036,187.785,1001.44,0.192130531,0.063807735,0.231659788,0.13192231,2.974110389,11.13150662,0.967067528,2.646401009
441,20.8719021,-6.20584,11.8221,-3.16494,-1.0432,-16.7828,188.306,1007.21,0.189109226,0.064160459,0.231112545,0.13100831,2.983116275,11.09921939,0.9688411,2.647306305
442,20.87935467,-10.4466,9.90763,-3.47084,-0.277967,-16.8473,188.832,1012.94,0.185764437,0.064781854,0.230344684,0.130083348,2.992321682,11.05406554,0.970745676,2.647206402
443,20.88024261,-14.6087,8.03205,-3.73041,0.467063,-16.9033,189.359,1018.58,0.183620543,0.065417017,0.229727749,0.12961304,2.997474828,11.01793994,0.971947082,2.64641809
444,20.8715533,-18.5748,6.25743,-3.93961,1.17696,-16.9565,189.881,1024.08,0.181477291,0.066124389,0.228904548,0.129570987,3.001138127,10.96879003,0.973133822,2.64431565
445,14.7247761,5.41782,12.3636,2.93269,-9.57364,0.172156,26.7935,1030.24,0.127096881,0.048225671,0.081955928,0.163232115,2.008512658,7.356659939,0.835804061,2.126407937
446,14.73340231,6.92858,13.4041,3.14108,-9.85427,-0.505546,27.2355,1026.74,0.140946604,0.033718708,0.101202713,0.161405402,2.13090903,6.876099042,0.748647145,2.075844766
447,14.7410272,8.57998,14.3804,3.36807,-10.1266,-1.19626,27.6569,1023.34,0.160779047,0.021842142,0.110301213,0.158836325,2.353007894,6.373480418,0.826911022,2.011652639
448,14.74315981,10.3116,15.2955,3.60893,-10.38,-1.88708,28.0609,1020.05,0.183512566,0.017360949,0.114884754,0.155262099,2.613844939,5.904231734,0.815289059,1.938777954
449,15.89414706,-14.0938,5.695,-0.60019,-1.65534,-12.2612,9.28637,1090.57,0.121688131,0.199864073,0.042007119,0.117963193,5.194441889,15.45793976,0.134969184,0.819440221
450,15.4712065,-15.8123,5.58371,-0.501567,-1.57669,-12.3904,8.30762,1093.36,0.14180481,0.190006435,0.052754537,0.117963193,5.155271646,14.86538553,0.183257029,0.819440221
451,34.80588236,10.8027,8.61744,1.04814,-5.7798,12.0533,4.82501,972.11,0.14764854,0.076066846,0.159100873,0.245093453,1.455619642,22.77771355,0.263713003,1.863267377
452,34.35388272,10.867,9.34062,1.21483,-5.89287,11.5818,5.28919,969.624,0.149121927,0.069275728,0.158083497,0.243659621,1.849023823,21.70573823,0.313332982,1.884056441
453,33.49538345,11.0671,10.059,1.39152,-6,11.1163,5.73009,966.982,0.151727888,0.064234578,0.155724617,0.241663631,1.940839462,20.45011057,0.394442508,1.891668449
454,32.77610868,11.4313,10.7421,1.57261,-6.09785,10.6578,6.14813,964.217,0.15198477,0.070618921,0.152144806,0.238034675,1.96977694,19.4245159,0.482805143,1.889608399
455,31.99070791,11.9795,11.3605,1.75213,-6.18392,10.2055,6.5446,961.362,0.151856837,0.082415652,0.148200924,0.232787335,1.983710693,18.37405544,0.590702246,1.884415161
456,31.14336558,12.7208,11.8882,1.92395,-6.25648,9.75711,6.92152,958.452,0.15614609,0.095277082,0.145891468,0.225183131,2.004407474,17.21853402,0.731308173,1.877031237
457,24.06535987,9.97905,8.55231,-1.94211,-3.09212,7.13,319.783,1052.67,0.175313198,0.045286808,0.106400911,0.220380147,1.693262843,19.71735354,0.047883445,0.440694679
458,24.28400637,9.34463,9.0913,-1.7663,-3.29373,6.62394,318.993,1049.48,0.175540271,0.040759715,0.106527022,0.218917958,1.757802855,19.21956964,0.048407409,0.501987119
459,24.45787481,8.75154,9.84429,-1.54926,-3.52862,6.08136,318.189,1046.19,0.170815161,0.035447789,0.113297936,0.21472715,1.824665157,18.64113254,0.057986044,0.613515356
460,24.55993231,8.25718,10.7981,-1.29553,-3.79284,5.50891,317.372,1042.84,0.164972376,0.031862521,0.124834293,0.209829221,1.90335677,17.98958553,0.075330209,0.787311587
461,24.55963623,7.91169,11.9272,-1.01097,-4.08105,4.91434,316.544,1039.45,0.160419922,0.031467022,0.131453872,0.204123559,1.986878398,17.2666725,0.101859774,1.059726329
462,24.31713315,7.75173,13.1919,-0.70265,-4.38668,4.30622,315.709,1036.04,0.157915445,0.039231911,0.129998042,0.199009754,2.037179769,16.39550413,0.132032105,1.391759445
463,17.80780505,11.9672,15.0004,7.35124,-0.661595,6.5754,65.2781,1003.3,0.128531827,0.054715219,0.133321174,0.218675506,4.324610391,9.338740432,0.141544767,1.510806069
464,17.94186339,12.0561,16.4419,7.53417,-0.732345,6.18672,65.6836,998.598,0.131012798,0.060232182,0.128970628,0.219723068,4.175528187,8.868593336,0.169915758,1.597710718
465,17.88061475,12.3206,17.8406,7.7167,-0.811696,5.77263,66.068,993.903,0.145527945,0.06824195,0.120960134,0.220738255,3.868804279,8.391333775,0.22163965,1.65128565
466,17.75217996,12.7635,19.1611,7.89514,-0.897911,5.33354,66.4303,989.246,0.163946956,0.071820714,0.110102291,0.219940415,3.613546228,7.905837315,0.232496507,1.680478371
467,17.7984644,16.1591,23.1115,8.48503,-1.27892,3.33654,67.6278,971.698,0.235086085,0.073411655,0.127775399,0.19565016,3.705377408,6.038327128,0.931770299,1.674371903
468,17.85813898,17.3319,23.685,8.57957,-1.3764,2.77926,67.8542,967.76,0.239197613,0.096877551,0.12618501,0.17984341,3.629659997,5.739857691,1.135995486,1.652036681
469,13.0252228,7.80997,4.03256,0.483187,-3.67906,1.10599,64.9909,1055.86,0.1251694,0.064727192,0.106610152,0.176122827,2.643133322,6.141532755,0.888330486,1.603030555
470,12.96133862,8.94301,4.58357,0.506082,-3.6622,0.663705,64.8342,1051.42,0.126663348,0.064487458,0.106049817,0.174479745,2.61208873,5.921070641,0.881208305,1.595513012
471,12.90790155,10.2429,5.08693,0.532883,-3.64283,0.197275,64.6804,1046.98,0.128140098,0.069196975,0.105165059,0.171922148,2.577062068,5.720466129,0.873360388,1.584932674
472,12.8220077,11.6824,5.53696,0.56379,-3.62171,-0.290326,64.5286,1042.58,0.13050914,0.081894027,0.103929678,0.16628076,2.532991285,5.468187309,0.859712254,1.567394545
473,12.72772277,13.2266,5.93343,0.599109,-3.59878,-0.794533,64.3775,1038.29,0.13529307,0.095722089,0.10427147,0.156706932,2.515261881,5.255465315,0.851860114,1.550789134
474,12.58914374,14.8368,6.28062,0.639046,-3.57313,-1.30937,64.226,1034.17,0.144688251,0.107963505,0.106665534,0.133485359,2.523115551,5.002527284,0.842552265,1.528666103
475,24.03760441,11.3612,14.8759,7.38276,-6.21014,9.23888,315.194,1058.83,0.150232068,0.105833145,0.088370879,0.228782942,0.871809786,16.44264195,0.144625796,1.030961175
476,23.70442529,11.2071,16.2136,7.52517,-6.45813,8.63546,314.829,1055.48,0.146541144,0.094106176,0.081876824,0.225063782,0.899930075,15.70730719,0.162305514,1.138007795
477,23.17408579,11.1002,17.6316,7.64612,-6.68747,8.00116,314.454,1052,0.149404891,0.068324372,0.091261473,0.219784809,0.967551171,14.81019333,0.200512312,1.325066392
478,22.65645707,11.0793,19.1037,7.74183,-6.89978,7.33144,314.065,1048.43,0.155961651,0.049638471,0.123183562,0.214479428,1.061315235,13.95318814,0.255690084,1.430205823
